"LGA_2016","Local Government Areas - 2016","SEIFAINDEXTYPE","Index Type","SEIFA_MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"50350","Bassendean (T)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",1016,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",442,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",9,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",81,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",110,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",80,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",905,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1095,,
"50350","Bassendean (T)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",15092,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",1026,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",452,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",9,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",83,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",113,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",82,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",895,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1165,,
"50420","Bayswater (C)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",64677,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",986,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",388,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",8,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",72,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",93,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",68,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",890,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1217,,
"50490","Belmont (C)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",39682,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",952,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",255,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",5,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",47,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",53,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",39,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",835,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1032,,
"50560","Beverley (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",1745,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",932,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",168,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",4,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",31,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",35,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",26,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",831,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1037,,
"50630","Boddington (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",1844,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",982,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",375,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",7,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",69,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",86,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",63,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",879,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1098,,
"50770","Boyup Brook (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",1701,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",956,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",268,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",5,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",50,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",56,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",41,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",873,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1013,,
"50840","Bridgetown-Greenbushes (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",4660,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",948,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",241,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",5,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",45,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",52,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",38,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",885,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1044,,
"50910","Brookton (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",975,,
"50980","Broome (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",997,,
"50980","Broome (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",417,,
"50980","Broome (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",8,,
"50980","Broome (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",77,,
"50980","Broome (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",102,,
"50980","Broome (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"50980","Broome (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",74,,
"50980","Broome (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",806,,
"50980","Broome (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1116,,
"50980","Broome (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",16222,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",992,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",403,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",8,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",74,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",98,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",72,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",906,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1082,,
"51080","Broomehill-Tambellup (S)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",1144,,
"51120","Bruce Rock (S)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",982,,
"51120","Bruce Rock (S)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",372,,
"51120","Bruce Rock (S)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",7,,
"51120","Bruce Rock (S)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",69,,
